"","uid","locality","assemblage","x","y","culture","cultural_period","regional_technocomplex","age_min","age_max","ochre","shell","ostrich_egg_shell","combustion_feature","burial","needle_eyed","point","bipoint","point_split_base","retoucher","preform","art","instrument","ornament","tg_1","tg_2","tg_3","tg_4","tg_5","tg_6","tg_7","tg_8","tg_9","tg_10","tg_11","tg_12","tg_13","tg_14","tg_15","tg_16","tg_17","tg_18"
"120",120,"Abri Pataud",48,1.012781,44.936947,"-","-","-",32900,33900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",121,"Abri Pataud",49,1.012781,44.936947,"-","-","-",33150,34150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",122,"Abri Pataud",50,1.012781,44.936947,"-","-","-",31200,34700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",123,"Abri Pataud",51,1.012781,44.936947,"-","-","-",30500,34900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",124,"Abri Pataud",52,1.012781,44.936947,"-","-","-",33650,35450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",125,"Abri Pataud",53,1.012781,44.936947,"-","-","-",32540,36450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",126,"Abri Pataud",54,1.012781,44.936947,"-","-","-",21000,32300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",127,"Abri Pataud",55,1.012781,44.936947,"-","-","-",19350,33350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",128,"Abri Pataud",56,1.012781,44.936947,"-","-","-",28850,33550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",129,"Abri Pataud",57,1.012781,44.936947,"-","-","-",30900,33900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",130,"Abri Pataud",58,1.012781,44.936947,"-","-","-",32900,34150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",131,"Abri Pataud",59,1.012781,44.936947,"-","-","-",33150,34700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",132,"Abri Pataud",60,1.012781,44.936947,"-","-","-",31200,34900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",133,"Abri Pataud",61,1.012781,44.936947,"-","-","-",30500,35450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",134,"Abri Pataud",62,1.012781,44.936947,"-","-","-",33650,36450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",135,"Abri Pié Lombard",1,7.047115,43.700453,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",60000,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
"136",136,"Achenheim",1,7.624766,48.578703,"Gravettian","Upper Paleolithic","Eurasia",24000,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1
"137",137,"Achenheim",2,7.624766,48.578703,"Aurignacian","Upper Paleolithic","Europe",29000,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"138",138,"Achenheim",3,7.624766,48.578703,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",71000,102500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"139",139,"Achenheim",4,7.624766,48.578703,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",116500,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"140",140,"Achenheim",5,7.624766,48.578703,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",130000,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"141",141,"Achenheim",6,7.624766,48.578703,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",191000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"142",142,"Achenheim",7,7.624766,48.578703,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",191000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"143",143,"Achenheim",8,7.624766,48.578703,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",243000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"144",144,"Achenheim",9,7.624766,48.578703,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",243000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"145",145,"Achenheim",10,7.624766,48.578703,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",243000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"146",146,"Achenheim",11,7.624766,48.578703,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",243000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"147",147,"Achenheim",12,7.624766,48.578703,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",243000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"148",148,"Achenheim",13,7.624766,48.578703,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",243000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"149",149,"Achenheim",14,7.624766,48.578703,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",243000,337000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"150",150,"Achenheim",15,7.624766,48.578703,"Lower Paleolithic - Europe","Lower Paleolithic","Europe",337000,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"151",151,"Achenheim",16,7.624766,48.578703,"Lower Paleolithic - Europe","Lower Paleolithic","Europe",337000,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"152",152,"Achenheim",17,7.624766,48.578703,"Lower Paleolithic - Europe","Lower Paleolithic","Europe",374000,424000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"153",153,"Achenheim",18,7.624766,48.578703,"-","-","-",116500,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",154,"Achenheim",19,7.624766,48.578703,"-","-","-",116500,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",155,"Achenheim",20,7.624766,48.578703,"-","-","-",71000,102500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",156,"Achenheim",21,7.624766,48.578703,"-","-","-",71000,102500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",157,"Achenheim",22,7.624766,48.578703,"-","-","-",71000,102500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",158,"Achenheim",23,7.624766,48.578703,"-","-","-",71000,102500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",159,"Achenheim",24,7.624766,48.578703,"-","-","-",29000,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",160,"Achenheim",25,7.624766,48.578703,"-","-","-",29000,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",161,"Achenheim",26,7.624766,48.578703,"-","-","-",11700,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",162,"Achenheim",26,7.624766,48.578703,"-","-","-",29000,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",163,"Achenheim",27,7.624766,48.578703,"-","-","-",11700,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",164,"Achenheim",27,7.624766,48.578703,"-","-","-",29000,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",165,"Achenheim",28,7.624766,48.578703,"-","-","-",11700,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",166,"Achenheim",28,7.624766,48.578703,"-","-","-",29000,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",167,"Achenheim",29,7.624766,48.578703,"-","-","-",130000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",168,"Achenheim",30,7.624766,48.578703,"-","-","-",130000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",169,"Achenheim",31,7.624766,48.578703,"-","-","-",130000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",170,"Achenheim",32,7.624766,48.578703,"-","-","-",243000,337000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",171,"Achenheim",33,7.624766,48.578703,"-","-","-",243000,337000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",172,"Achenheim",34,7.624766,48.578703,"-","-","-",243000,337000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",173,"Achenheim",35,7.624766,48.578703,"-","-","-",243000,337000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",174,"Achenheim",36,7.624766,48.578703,"-","-","-",337000,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",175,"Achenheim",37,7.624766,48.578703,"-","-","-",337000,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",176,"Achenheim",38,7.624766,48.578703,"-","-","-",337000,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",177,"Achenheim",39,7.624766,48.578703,"-","-","-",337000,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",178,"Adrar Bous",1,8.95,20.3,"Late Acheulean - Africa","ESA","Africa",2e+05,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"179",179,"Adrar Bous",2,8.95,20.3,"Late Acheulean - Africa","ESA","Africa",2e+05,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"180",180,"Adrar Bous",3,8.95,20.3,"Late Acheulean - Africa","ESA","Africa",2e+05,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"181",181,"Adrar Bous",4,8.95,20.3,"Late Acheulean - Africa","ESA","Africa",2e+05,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"182",182,"Adrar Bous",5,8.95,20.3,"Late Acheulean - Africa","ESA","Africa",2e+05,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"183",183,"Adrar Bous",6,8.95,20.3,"Late Acheulean - Africa","ESA","Africa",2e+05,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"184",184,"Adrar Bous",7,8.95,20.3,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"185",185,"Adrar Bous",8,8.95,20.3,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"186",186,"Adrar Bous",9,8.95,20.3,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"187",187,"Adrar Bous",10,8.95,20.3,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"188",188,"Adrar Bous",11,8.95,20.3,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
"189",189,"Adrar Bous",12,8.95,20.3,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"190",190,"Adrar Bous",13,8.95,20.3,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"191",191,"Adrar Bous",14,8.95,20.3,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"192",192,"Adrar Bous",15,8.95,20.3,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"193",193,"Adrar Bous",16,8.95,20.3,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"194",194,"Adrar Bous",17,8.95,20.3,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"195",195,"Adrar Bous",18,8.95,20.3,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"196",196,"Aghitu-3 Cave",1,46.082183,39.513732,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",20000,25000,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"197",197,"Aghitu-3 Cave",2,46.082183,39.513732,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",25000,25700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"198",198,"Aghitu-3 Cave",3,46.082183,39.513732,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",25700,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"199",199,"Aghitu-3 Cave",4,46.082183,39.513732,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",27500,32000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"200",200,"Aghitu-3 Cave",5,46.082183,39.513732,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",30000,34500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"201",201,"Aghitu-3 Cave",6,46.082183,39.513732,"-","-","-",20000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",202,"Aghitu-3 Cave",7,46.082183,39.513732,"-","-","-",25000,25700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",203,"Aghitu-3 Cave",8,46.082183,39.513732,"-","-","-",25700,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204",204,"Aghitu-3 Cave",8,46.082183,39.513732,"-","-","-",27000,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",205,"Aghitu-3 Cave",9,46.082183,39.513732,"-","-","-",27500,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",206,"Aghitu-3 Cave",10,46.082183,39.513732,"-","-","-",30000,34500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",207,"Ain Aghbal",1,-1.8731,34.7181,"Aterian","Middle Paleolithic","North Africa",14000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"208",208,"Ain al-Buhira",1,35.921083,30.851103,"-","-","-",19700,23770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"209",209,"Ain Boucherit",47,5.6529,36.2045,"-","-","-",1950000,2580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",210,"Ain Boucherit",48,5.6529,36.2045,"Oldowan - Africa","ESA","Africa",1780000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"211",211,"Ain Boucherit",49,5.6529,36.2045,"Oldowan - Africa","ESA","Africa",1950000,2580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"212",212,"Ain Brimba",94,8.5825,33.427,"-","-","-",1e+06,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",213,"Ain Difla",1,35.811252,30.902628,"Early Levalloiso-Mousterian - Levant","Middle Paleolithic","Levant",47000,184500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"214",214,"Ain Difla",1,35.811252,30.902628,"Early Levalloiso-Mousterian - Levant","Middle Paleolithic","Levant",90000,184500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"215",215,"Ain Difla",1,35.811252,30.902628,"Early Levalloiso-Mousterian - Levant","Middle Paleolithic","Levant",90000,350000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"216",216,"Ain El Guettar",1,9.5825,34.6597,"Mousterian - Levant","Middle Paleolithic","Levant",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"217",217,"Ain El Guettar",2,9.5825,34.6597,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"218",218,"Ain El Guettar",3,9.5825,34.6597,"Mousterian - Levant","Middle Paleolithic","Levant",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"219",219,"Ain El Guettar",4,9.5825,34.6597,"Mousterian - Levant","Middle Paleolithic","Levant",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"220",220,"Ain Fritissa",1,-3.551031,33.618288,"Acheulean - Africa","ESA","Africa",0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"221",221,"Ain Fritissa",2,-3.551031,33.618288,"Aterian","Middle Paleolithic","North Africa",0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"222",222,"Ain Hanech",26,5.6549,36.2053,"-","-","-",1780000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223",223,"Ain Hanech",27,5.6549,36.2053,"Oldowan - Africa","ESA","Africa",1780000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"224",224,"Ain Hanech",28,5.6549,36.2053,"Oldowan - Africa","ESA","Africa",1780000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"225",225,"Ain Hanech",29,5.6549,36.2053,"Oldowan - Africa","ESA","Africa",1780000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"226",226,"Ain Hanech",30,5.6549,36.2053,"-","-","-",1950000,2580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"227",227,"Ain Oum Henda 2",1,9.4,34.7167,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"228",228,"Ain Oum Henda 2",2,9.4,34.7167,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"229",229,"Ain Oum Henda 2",3,9.4,34.7167,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"230",230,"Airport site",1,33.89361,-9.95416,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"231",231,"Akhalkalaki",1,43.486111,41.405556,"-","-","-",780000,980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232",232,"Aladi Springs",17,40.9166667,9.3833333,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"233",233,"Alberndorf I",1,16.112169,48.683372,"Aurignacian","Upper Paleolithic","Europe",26480,29270,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"234",234,"Alexandersfontein",48,24.770994,-28.837218,"MSA","MSA","Africa",10915,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"235",235,"Alexandersfontein",49,24.770994,-28.837218,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"236",236,"Alexandersfontein",50,24.770994,-28.837218,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"237",237,"Amanzi springs",18,25.483,-33.7,"Acheulean - Africa","ESA","Africa",32300,60600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"238",238,"Amud Cave",1,35.5016,32.87213,"Mousterian - Levant","Middle Paleolithic","Levant",46000,61300,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"239",239,"Amud Cave",2,35.5016,32.87213,"Mousterian - Levant","Middle Paleolithic","Levant",52000,70000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"240",240,"Amud Cave",3,35.5016,32.87213,"Mousterian - Levant","Middle Paleolithic","Levant",59000,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
